timestamp,machine_id,machine_name,machine_type,line,worker,camera_id,detected_persons,ppe_violation,intrusion_alert,smoke_alert,temperature_C,vibration_mm_s,pressure_bar,current_A,humidity_pct,future_anomaly_6h,risk_probability,pred_future_anomaly_6h,accident_risk_proba
2025-11-15 06:14:01.883944,M3,Machine_10,Type_B,Line_1,Worker_12,Cam_5,4,1,1,1,81.74406337300232,6.643349763837103,6.389816895118043,12.97559936669782,60.25299873815506,1,0.9087203168650116,1,1.0
2025-11-15 06:24:01.883944,M4,Machine_7,Type_A,Line_1,Worker_19,Cam_5,3,1,1,1,82.18750573688217,5.666849506940228,5.932070195820071,9.19452121724027,52.966752972934536,1,0.9109375286844108,1,1.0
2025-11-15 06:34:01.883944,M1,Machine_4,Type_B,Line_2,Worker_4,Cam_4,1,1,1,0,89.26308928159538,5.296520335923894,3.257568780371768,6.133878244934204,44.373328199530384,1,0.846315446407977,1,0.9975
2025-11-15 06:44:01.883944,M6,Machine_8,Type_C,Line_3,Worker_9,Cam_4,3,1,1,1,75.53393286273709,6.565830599409663,4.242776463092502,10.91695743014192,42.10380319476963,1,0.8776696643136853,1,0.98
2025-11-15 06:54:01.883944,M5,Machine_2,Type_B,Line_3,Worker_17,Cam_3,1,1,1,1,81.80412828910531,5.510879010348764,5.045686726674071,9.775462446170884,42.4257163544148,1,0.9090206414455264,1,1.0
2025-11-15 07:04:01.883944,M9,Machine_7,Type_A,Line_2,Worker_15,Cam_5,1,1,1,1,71.0,7.602405170547083,6.0108784666996895,11.04589185431274,39.51866775457183,1,0.8549999999999999,1,1.0
2025-11-15 07:14:01.883944,M3,Machine_10,Type_C,Line_2,Worker_5,Cam_5,2,1,1,0,80.71872189097299,4.94831432223816,6.922151443854994,9.981060287600643,50.16152909673927,1,0.803593609454865,1,0.995
2025-11-15 07:24:01.883944,M9,Machine_6,Type_B,Line_1,Worker_16,Cam_2,3,1,1,0,79.9815756941265,2.2337703702325955,2.9198604176864498,8.504240575125497,39.77930995753103,1,0.7999078784706326,1,0.9975
2025-11-15 07:34:01.883944,M7,Machine_9,Type_C,Line_3,Worker_3,Cam_2,4,1,1,1,76.33955040411554,4.302790179201856,3.872875777624376,8.305507241356509,42.43526080010796,1,0.8816977520205777,1,0.9975
2025-11-15 07:44:01.883944,M1,Machine_8,Type_C,Line_2,Worker_10,Cam_2,1,1,1,0,83.22524078099426,4.303064259030586,4.827118826524047,8.245802252907678,36.02856296244393,1,0.8161262039049713,1,0.9875
2025-11-15 07:54:01.883944,M10,Machine_6,Type_A,Line_2,Worker_8,Cam_3,3,1,1,1,77.18147263370592,2.7703768952553878,2.845015299279052,5.174108782327656,36.78932770808103,1,0.8859073631685296,1,0.9925
2025-11-15 08:04:01.883944,M7,Machine_1,Type_B,Line_2,Worker_6,Cam_4,4,1,1,1,85.32194372127063,4.826702534822971,4.366891580389115,12.17824320117489,51.2539337650056,1,0.9266097186063532,1,1.0
2025-11-15 08:14:01.883944,M5,Machine_3,Type_A,Line_3,Worker_5,Cam_3,2,1,1,1,74.95183667465324,5.734281132964034,5.233984708179395,9.571744257904031,6.139390418347432,1,0.8747591833732661,1,1.0
2025-11-15 08:24:01.883944,M9,Machine_2,Type_B,Line_1,Worker_5,Cam_5,3,1,1,0,73.90226588459569,5.699913952749574,3.673260827432492,12.212843675622132,46.52134408280972,1,0.7695113294229785,1,0.9975
2025-11-15 08:34:01.883944,M3,Machine_7,Type_C,Line_2,Worker_4,Cam_1,3,1,1,1,76.44077255950754,0.5919845905205774,3.852334799755479,8.249884412210152,33.84849323958283,1,0.8822038627975376,1,0.9975
2025-11-15 08:44:01.883944,M3,Machine_2,Type_C,Line_1,Worker_10,Cam_1,3,1,1,1,75.51823578400368,4.566296297047285,5.942009926060081,11.00258467185435,47.38064566748582,1,0.8775911789200185,1,1.0
2025-11-15 08:54:01.883944,M7,Machine_9,Type_C,Line_2,Worker_20,Cam_3,1,1,1,1,82.28034371928351,1.701458146596854,6.459164053310254,9.454190828219756,41.19026994193953,1,0.9114017185964176,1,1.0
2025-11-15 09:04:01.883944,M7,Machine_8,Type_B,Line_3,Worker_3,Cam_3,1,1,1,0,75.58348345139514,3.2172766658586918,3.918419138310124,7.503926141251745,47.81861924954694,1,0.7779174172569756,1,0.9825
2025-11-15 09:14:01.883944,M2,Machine_10,Type_B,Line_3,Worker_9,Cam_2,2,1,1,1,71.0,3.7737204632125705,6.73535596299679,7.27961286264521,45.13331823916643,1,0.8549999999999999,1,0.9825
2025-11-15 09:24:01.883944,M8,Machine_1,Type_C,Line_1,Worker_8,Cam_2,5,1,1,1,77.30940861681061,0.0,5.039513820535605,12.435144514368634,60.70857484945057,1,0.8865470430840531,1,1.0
2025-11-15 09:34:01.883944,M5,Machine_4,Type_B,Line_2,Worker_2,Cam_4,5,1,1,1,81.65560821479363,3.194205047206512,5.919569301009417,9.61616164085483,35.429375501985575,1,0.908278041073968,1,1.0
2025-11-15 09:44:01.883944,M4,Machine_8,Type_B,Line_2,Worker_1,Cam_2,2,1,1,1,81.14726578375519,4.0747416840003705,5.433399000364672,9.332857111272316,51.07243996129232,1,0.905736328918776,1,1.0
2025-11-15 09:54:01.883944,M9,Machine_5,Type_A,Line_2,Worker_8,Cam_5,3,1,1,0,82.46560135242248,4.792051441521023,4.7189314088937415,7.805969635345598,71.72490937027689,1,0.8123280067621124,1,0.99
2025-11-15 10:04:01.883944,M4,Machine_1,Type_B,Line_1,Worker_10,Cam_5,5,1,1,0,82.36740016466507,2.138945434007454,2.890594830430619,10.760337308133805,63.153758821057934,1,0.8118370008233253,1,0.995
2025-11-15 10:14:01.883944,M6,Machine_4,Type_A,Line_3,Worker_8,Cam_2,4,1,1,1,82.87802127196917,6.858387707827015,7.209376985809474,8.063506918738982,34.982209263178966,1,0.9143901063598456,1,0.995
2025-11-15 10:24:01.883944,M1,Machine_8,Type_B,Line_3,Worker_12,Cam_4,4,1,1,0,84.26090574105916,5.7278929036314885,7.017662496981959,7.808347883148727,63.83520719844474,1,0.8213045287052958,1,1.0
2025-11-15 10:34:01.883944,M9,Machine_4,Type_A,Line_1,Worker_6,Cam_1,2,1,1,1,81.17998089920043,3.8497789091185775,6.012771159425375,11.919592359872505,39.473098404499474,1,0.9058999044960022,1,1.0
2025-11-15 10:44:01.883944,M1,Machine_5,Type_B,Line_3,Worker_19,Cam_3,2,1,1,0,80.17054881634793,4.950192486562075,5.006599982349061,7.794275720521396,70.77805928278987,1,0.8008527440817397,1,0.9925
2025-11-15 10:54:01.883944,M8,Machine_1,Type_A,Line_1,Worker_13,Cam_3,1,1,1,1,80.70486510506701,1.896709190234343,4.456751976414954,11.354171065703884,66.60161391306204,1,0.903524325525335,1,1.0
2025-11-15 11:04:01.883944,M10,Machine_2,Type_B,Line_3,Worker_3,Cam_3,5,1,1,0,78.18607054498496,6.710252563231972,6.402567874639549,7.235999263165402,29.59214283998963,1,0.7909303527249247,1,1.0
2025-11-15 11:14:01.883944,M9,Machine_2,Type_C,Line_2,Worker_8,Cam_4,4,1,1,0,84.68709804791382,7.522757155455311,3.955002758928923,9.577449208230036,30.21331967609396,1,0.8234354902395691,1,1.0
2025-11-15 11:24:01.883944,M10,Machine_6,Type_A,Line_1,Worker_19,Cam_2,2,1,1,1,90.10991404254162,4.784294228722985,4.371454632343973,10.58594901267731,23.61986183361507,1,0.950549570212708,1,1.0
2025-11-15 11:34:01.883944,M3,Machine_3,Type_A,Line_2,Worker_2,Cam_4,2,1,1,1,78.66493588571072,8.8123948863992,4.358202295892137,13.404098813581664,46.1045803173384,1,0.8933246794285535,1,0.9975
2025-11-15 11:44:01.883944,M2,Machine_7,Type_C,Line_3,Worker_16,Cam_2,5,1,1,0,81.0270485764172,3.784925703249301,5.062987726473966,11.23742524035854,44.17479374753727,1,0.8051352428820859,1,1.0
2025-11-15 11:54:01.883944,M1,Machine_3,Type_B,Line_3,Worker_15,Cam_5,2,1,1,0,81.23982834555503,3.607923968839167,7.660934857751013,9.904750670838697,36.57399025394125,1,0.8061991417277752,1,0.9975
2025-11-15 12:04:01.883944,M1,Machine_8,Type_B,Line_3,Worker_10,Cam_1,3,1,1,0,71.0,7.472313461654498,5.340996647505889,9.437610811498008,20.42592595173553,1,0.7549999999999999,1,1.0
2025-11-15 12:14:01.883944,M8,Machine_9,Type_A,Line_1,Worker_2,Cam_2,5,1,1,1,71.0,4.292604469767971,5.220525726968575,7.508096196790531,53.55822660708744,1,0.8549999999999999,1,0.9925
2025-11-15 12:24:01.883944,M10,Machine_6,Type_C,Line_1,Worker_10,Cam_4,2,1,1,1,82.9005600295333,1.378039221907343,6.841076927942011,8.423363424248945,47.305816093811416,1,0.9145028001476664,1,0.9975
2025-11-15 12:34:01.883944,M6,Machine_10,Type_C,Line_3,Worker_4,Cam_3,4,1,1,0,81.45446914610041,2.956631310705881,7.458507240089542,6.772824176275679,47.5596248522239,1,0.807272345730502,1,0.9875
2025-11-15 12:44:01.883944,M5,Machine_5,Type_B,Line_2,Worker_8,Cam_4,3,1,1,1,87.84477807255627,5.298743460371248,6.113538817563024,6.380562848728184,88.2873755417269,1,0.9392238903627812,1,0.9975
2025-11-15 12:54:01.883944,M5,Machine_4,Type_A,Line_1,Worker_4,Cam_1,4,1,1,1,82.13865230107272,4.526687328839504,4.637751854218973,4.008070290479602,44.77689604760479,1,0.9106932615053636,1,0.9975
2025-11-15 13:04:01.883944,M6,Machine_1,Type_C,Line_3,Worker_3,Cam_2,5,1,1,1,79.7095414444814,8.786796606339546,4.572384924689009,9.758975320016935,48.44072556129165,1,0.898547707222407,1,0.9975
2025-11-15 13:14:01.883944,M2,Machine_10,Type_C,Line_3,Worker_12,Cam_2,2,1,1,0,78.00983578134142,4.8578723963039865,5.152068349951513,9.0293825050264,48.430292503024745,1,0.790049178906707,1,0.9975
2025-11-15 13:24:01.883944,M9,Machine_6,Type_B,Line_3,Worker_12,Cam_4,3,1,1,0,74.43142526052455,6.515644776190186,3.87762999154471,8.325257381273108,69.55526311797634,1,0.7721571263026228,1,0.9975
2025-11-15 13:34:01.883944,M3,Machine_2,Type_B,Line_2,Worker_5,Cam_4,3,1,1,0,74.7149406492714,4.984448565613613,5.292469685593623,9.317638986639478,54.66324791391724,1,0.7735747032463569,1,1.0
2025-11-15 13:44:01.883944,M1,Machine_10,Type_A,Line_3,Worker_3,Cam_3,3,1,1,1,76.45068758996922,4.568827649855975,6.188716694561538,12.240530294610007,49.214393279705945,1,0.882253437949846,1,1.0
2025-11-15 13:54:01.883944,M7,Machine_10,Type_B,Line_3,Worker_11,Cam_5,2,1,1,1,71.0,5.571550712258084,4.295720279011927,8.505776191795757,66.19588669613344,1,0.8549999999999999,1,0.9975
2025-11-15 14:04:01.883944,M1,Machine_5,Type_A,Line_3,Worker_17,Cam_5,5,1,1,1,72.28740360280393,4.241565977824778,3.514267521071064,11.020650575419612,55.92188900235914,1,0.8614370180140197,1,0.9975
2025-11-15 14:14:01.883944,M8,Machine_3,Type_A,Line_1,Worker_3,Cam_5,1,1,1,1,72.9981746172651,3.929046575488605,3.917585806416848,5.91816469367634,58.93441890973624,1,0.8649908730863255,1,0.9925
2025-11-15 14:24:01.883944,M9,Machine_10,Type_B,Line_1,Worker_18,Cam_4,5,1,1,1,72.33505617922748,6.563096338821005,4.062502618729427,6.252828887282165,71.54472694487893,1,0.8616752808961373,1,0.9975
2025-11-15 14:34:01.883944,M4,Machine_4,Type_A,Line_1,Worker_6,Cam_2,5,1,1,1,78.02827988384459,5.043986094158109,3.2770211284921693,10.40699366107562,47.02927324065983,1,0.890141399419223,1,1.0
2025-11-15 14:44:01.883944,M1,Machine_5,Type_C,Line_3,Worker_10,Cam_2,4,1,1,1,85.79974799853343,5.911141811303233,5.354433763006004,6.818967680236662,41.24411352616936,1,0.9289987399926672,1,1.0
2025-11-15 14:54:01.883944,M10,Machine_7,Type_A,Line_2,Worker_20,Cam_5,2,1,1,1,73.56604178465697,7.414081625292304,5.576185998355867,9.9132193543358,58.10084349932994,1,0.8678302089232849,1,0.9975
2025-11-15 15:04:01.883944,M2,Machine_4,Type_A,Line_2,Worker_14,Cam_4,1,1,1,1,76.03129926112081,6.030897149006474,4.1434887510981095,9.280711807805233,59.67118928848768,1,0.880156496305604,1,1.0
2025-11-15 15:14:01.883944,M5,Machine_7,Type_C,Line_3,Worker_2,Cam_1,4,1,1,0,77.46150121359669,3.7097681844588175,6.448368648763131,11.75703262115208,39.38306660516013,1,0.7873075060679835,1,0.9975
2025-11-15 15:24:01.883944,M1,Machine_8,Type_C,Line_3,Worker_14,Cam_4,5,1,1,1,80.25621993140592,5.739185211769479,4.097248740113345,9.63730011607959,47.3835908926297,1,0.9012810996570296,1,1.0
2025-11-15 15:34:01.883944,M3,Machine_8,Type_A,Line_1,Worker_16,Cam_3,3,1,1,1,76.73052892847767,5.232291411345797,5.388897582584643,6.974251206182191,50.12043041895296,1,0.8836526446423884,1,0.995
2025-11-15 15:44:01.883944,M5,Machine_9,Type_B,Line_1,Worker_1,Cam_1,3,1,1,0,88.32971894489904,7.385090677313353,4.015365791974071,9.591294008821368,48.30452180409346,1,0.8416485947244952,1,1.0
2025-11-15 15:54:01.883944,M2,Machine_3,Type_A,Line_2,Worker_18,Cam_1,1,1,1,1,83.21370631085195,6.568635858179553,6.25021555599017,10.368603995024811,24.07957589842091,1,0.9160685315542596,1,1.0
2025-11-15 16:04:01.883944,M4,Machine_1,Type_C,Line_1,Worker_13,Cam_2,5,1,1,0,77.7919794698543,6.181753407840418,3.987730221865207,11.38986842589329,48.40555860573499,1,0.7889598973492715,1,1.0
2025-11-15 16:14:01.883944,M8,Machine_5,Type_C,Line_3,Worker_17,Cam_4,2,1,1,1,77.72185451774574,2.9128023935375253,5.80730697666335,9.709999123108812,72.80698979975796,1,0.8886092725887286,1,0.9925
2025-11-15 16:24:01.883944,M1,Machine_5,Type_A,Line_3,Worker_13,Cam_1,4,1,1,1,79.18668344307399,6.892129773837153,3.8263017183290033,11.280600271383202,63.34540551146336,1,0.89593341721537,1,0.9975
2025-11-15 16:34:01.883944,M3,Machine_6,Type_B,Line_3,Worker_16,Cam_4,2,1,1,0,81.54703713432278,3.2393433597663988,3.992585710826752,9.734343098403947,23.207520740695216,1,0.807735185671614,1,0.9975
2025-11-15 16:44:01.883944,M4,Machine_8,Type_C,Line_2,Worker_20,Cam_2,5,1,1,0,77.31311576556628,4.008682716241856,3.9362763093066704,11.507826970442348,23.233416347595195,1,0.7865655788278314,1,1.0
2025-11-15 16:54:01.883944,M6,Machine_7,Type_B,Line_1,Worker_18,Cam_4,5,1,1,0,84.90410512367428,6.415923291286722,5.112864775530007,9.184036053797724,60.02711943228087,1,0.8245205256183714,1,1.0
2025-11-15 17:04:01.883944,M6,Machine_10,Type_B,Line_2,Worker_17,Cam_2,2,1,1,1,80.75534428499563,5.044366832368941,4.982966668153896,8.265841271070363,52.9426033525333,1,0.9037767214249782,1,0.995
2025-11-15 17:14:01.883944,M10,Machine_2,Type_B,Line_1,Worker_19,Cam_1,3,1,1,1,83.17885279510045,2.7667163757153164,4.374018474778614,12.978789726631806,56.41081654061173,1,0.9158942639755022,1,1.0
2025-11-15 17:24:01.883944,M6,Machine_2,Type_B,Line_1,Worker_18,Cam_5,2,1,1,1,86.02761523856194,5.10687322355646,5.329239657453858,7.5830125451621395,34.320206217148296,1,0.9301380761928096,1,0.9975
2025-11-15 17:34:01.883944,M10,Machine_5,Type_B,Line_3,Worker_18,Cam_3,4,1,1,0,77.03315536009572,5.3470193713150245,5.772164177668056,8.97906121246003,71.26885648052158,1,0.7851657768004785,1,1.0
2025-11-15 17:44:01.883944,M5,Machine_9,Type_B,Line_1,Worker_17,Cam_2,1,1,1,0,85.78370388197627,5.0996201694633845,6.2227770612653455,6.861446511710649,32.5620621450362,1,0.8289185194098814,1,0.995
2025-11-15 17:54:01.883944,M9,Machine_1,Type_C,Line_3,Worker_2,Cam_3,4,1,1,1,81.60354643026871,5.631354519832075,6.494959274400941,8.375004205365254,30.659827787812088,1,0.9080177321513436,1,1.0
2025-11-15 18:04:01.883944,M4,Machine_9,Type_C,Line_2,Worker_19,Cam_1,4,1,1,1,85.81895844836819,6.767231780793215,4.327181852297376,6.854351763290744,49.91646429323741,1,0.929094792241841,1,1.0
2025-11-15 18:14:01.883944,M2,Machine_5,Type_A,Line_3,Worker_17,Cam_3,4,1,1,0,71.74316238538779,5.355690070827135,7.561322649115167,7.659551255500254,20.76627587906357,1,0.758715811926939,1,0.9975
2025-11-15 18:24:01.883944,M6,Machine_7,Type_B,Line_3,Worker_3,Cam_2,3,1,1,0,73.32032877139528,8.322673706091601,6.084325291194442,10.24681210182098,45.40010220032211,1,0.7666016438569765,1,1.0
2025-11-15 18:34:01.883944,M7,Machine_2,Type_B,Line_1,Worker_13,Cam_1,4,1,1,0,79.65641332717513,7.116156710984563,4.344828639840292,10.27665347010984,31.295780454191853,1,0.7982820666358756,1,1.0
2025-11-15 18:44:01.883944,M3,Machine_3,Type_C,Line_3,Worker_7,Cam_5,5,1,1,0,84.34117944223634,2.836088318397734,5.5825323868983,8.96250179523624,33.11457440979331,1,0.8217058972111817,1,0.985
2025-11-15 18:54:01.883944,M3,Machine_8,Type_A,Line_1,Worker_6,Cam_4,2,1,1,0,76.74947521459175,4.202053360165034,4.284019740645136,4.0090727928577685,35.57493835364592,1,0.7837473760729587,1,1.0
2025-11-15 19:04:01.883944,M5,Machine_7,Type_A,Line_2,Worker_7,Cam_2,3,1,1,0,79.2982311167543,3.2192805049176925,3.9919258099980457,12.09274841500107,46.88142212602983,1,0.7964911555837715,1,1.0
2025-11-15 19:14:01.883944,M9,Machine_7,Type_A,Line_2,Worker_17,Cam_2,3,0,0,0,44.907225911366965,2.702955235963301,6.508259916859639,7.049361583849282,48.01929109091672,0,0.1245361295568348,0,0.0725
2025-11-15 19:24:01.883944,M8,Machine_1,Type_A,Line_2,Worker_2,Cam_3,0,0,0,0,56.87550183095604,4.674465183155398,7.123626719551982,7.103204914444325,48.8365296526942,0,0.1843775091547802,0,0.0775
2025-11-15 19:34:01.883944,M5,Machine_8,Type_A,Line_3,Worker_9,Cam_4,2,0,0,0,41.01651988299415,3.983223024573988,4.542357994401447,7.351668451688197,49.37612067869168,0,0.1050825994149707,0,0.04
2025-11-15 19:44:01.883944,M3,Machine_5,Type_C,Line_1,Worker_1,Cam_5,1,0,0,0,51.863678249301365,3.0434075069176423,4.575425691006429,8.662092816235774,24.896625750575005,0,0.1593183912465068,0,0.07
2025-11-15 19:54:01.883944,M4,Machine_10,Type_A,Line_3,Worker_13,Cam_5,3,0,0,0,47.37566053924919,2.091872413485109,3.688789079070941,7.505968596294552,69.940403316637,0,0.1368783026962459,0,0.0425
2025-11-15 20:04:01.883944,M1,Machine_10,Type_C,Line_3,Worker_9,Cam_5,2,0,0,0,57.82504598380719,3.3957187354065157,6.583078619802405,6.242375387848377,62.52702958169429,0,0.1891252299190359,0,0.0375
2025-11-15 20:14:01.883944,M6,Machine_5,Type_B,Line_3,Worker_16,Cam_5,2,0,0,0,48.86326330444668,5.142275851885298,4.693757865080229,8.381676476978315,42.005931363729125,0,0.1443163165222334,0,0.095
2025-11-15 20:24:01.883944,M8,Machine_5,Type_A,Line_3,Worker_2,Cam_4,2,0,0,0,57.30683650543987,4.572169451980404,3.0378383816438417,8.93983587898097,53.47383852872079,0,0.1865341825271993,0,0.1025
2025-11-15 20:34:01.883944,M6,Machine_5,Type_C,Line_3,Worker_20,Cam_2,1,0,0,0,57.65471154789524,1.7368977238351275,4.445281524986448,6.459959776152497,55.40641819176334,0,0.1882735577394762,0,0.0475
2025-11-15 20:44:01.883944,M10,Machine_1,Type_A,Line_1,Worker_9,Cam_1,1,0,0,0,49.04642302143365,2.712982703102186,3.867293633061547,8.048124258823432,37.14543766537125,0,0.1452321151071682,0,0.0525
